,Date,Chicago,Opponent,Quarter,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game
284,"February 18, 2022",Home,Brandeis,1,02:27,33-36,Away,"Foul by PERRY,CASEY",0,Casey Perry,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",0,22
285,"February 18, 2022",Home,Brandeis,1,02:27,34-36,Home,"NORTH,SOPHIA made free throw",0,Sophia North,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",1,22
286,"February 18, 2022",Home,Brandeis,1,02:27,35-36,Home,"NORTH,SOPHIA made free throw",0,Sophia North,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",1,22
287,"February 18, 2022",Home,Brandeis,1,02:07,35-36,Away,"OBAR,MOLLIE missed 3-pt. jump shot",0,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",0,22
288,"February 18, 2022",Home,Brandeis,1,02:07,35-36,Home,"NORTH,SOPHIA defensive rebound",0,Sophia North,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",0,22
289,"February 18, 2022",Home,Brandeis,1,01:52,38-36,Home,"STEFFENS,KLAIRE made 3-pt. jump shot",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",3,22
290,"February 18, 2022",Home,Brandeis,1,01:52,38-36,Home,"Assist by ALFARO,BELLA",0,Bella Alfaro,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",0,22
291,"February 18, 2022",Home,Brandeis,1,01:38,38-36,Home,"Foul by ALFARO,BELLA",0,Bella Alfaro,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro",0,22
292,"February 18, 2022",Home,Brandeis,1,01:38,38-36,Home,"SHAW,ELIZABETH enters the game",1,Elizabeth Shaw,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Bella Alfaro, Elizabeth Shaw",0,22
293,"February 18, 2022",Home,Brandeis,1,01:38,38-36,Home,"ALFARO,BELLA goes to the bench",1,Bella Alfaro,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
294,"February 18, 2022",Home,Brandeis,1,01:23,38-38,Away,"PERRY,CASEY made layup",0,Casey Perry,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",2,22
295,"February 18, 2022",Home,Brandeis,1,01:23,38-38,Away,"Assist by PIERRE,TATHIANA",0,Tathiana Pierre,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
296,"February 18, 2022",Home,Brandeis,1,00:58,38-38,Home,"STEFFENS,KLAIRE missed layup",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
297,"February 18, 2022",Home,Brandeis,1,00:58,38-38,Away,"Block by PERRY,CASEY",0,Casey Perry,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
298,"February 18, 2022",Home,Brandeis,1,00:58,38-38,Away,"PERRY,CASEY defensive rebound",0,Casey Perry,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
299,"February 18, 2022",Home,Brandeis,1,00:47,38-38,Away,"Turnover by PERRY,CASEY",0,Casey Perry,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
300,"February 18, 2022",Home,Brandeis,1,00:46,38-38,Home,"Steal by GAO,ASHLEY",0,Ashley Gao,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
301,"February 18, 2022",Home,Brandeis,1,00:39,38-38,Home,"Turnover by STEFFENS,KLAIRE",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw",0,22
302,"February 18, 2022",Home,Brandeis,1,00:39,38-38,Home,"BRODNIK,MALLORY enters the game",1,Mallory Brodnik,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw, Mallory Brodnik",0,22
303,"February 18, 2022",Home,Brandeis,1,00:39,38-38,Home,"HYNES,GRACE enters the game",1,Grace Hynes,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
304,"February 18, 2022",Home,Brandeis,1,00:39,38-38,Home,"STEFFENS,KLAIRE goes to the bench",1,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Marissa Powe, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
305,"February 18, 2022",Home,Brandeis,1,00:39,38-38,Home,"POWE,MARISSA goes to the bench",1,Marissa Powe,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
306,"February 18, 2022",Home,Brandeis,1,00:39,38-38,Away,"REAVIS,EMMA enters the game",1,Emma Reavis,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
307,"February 18, 2022",Home,Brandeis,1,00:39,38-38,Away,"MARCHESE,FRANCESCA goes to the bench",1,Francesca Marchese,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
308,"February 18, 2022",Home,Brandeis,1,00:10,38-38,Away,"REAVIS,EMMA missed jump shot",0,Emma Reavis,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
309,"February 18, 2022",Home,Brandeis,1,00:10,38-38,Home,"NORTH,SOPHIA defensive rebound",0,Sophia North,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
310,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
311,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Home,"STEFFENS,KLAIRE goes to the bench",1,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
312,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Away,"ARSENAULT,MACY enters the game",1,Macy Arsenault,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
313,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Away,"PERRY,CASEY enters the game",1,Casey Perry,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
314,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Away,"OBAR,MOLLIE enters the game",1,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
315,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Away,"MARCHESE,FRANCESCA goes to the bench",1,Francesca Marchese,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
316,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Away,"TANKE,KERRY goes to the bench",1,Kerry Tanke,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
317,"February 18, 2022",Home,Brandeis,1,10:00,38-38,Away,"GRESKO,CAITLIN goes to the bench",1,Caitlin Gresko,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
318,"February 18, 2022",Home,Brandeis,1,09:48,38-38,Away,"ARSENAULT,MACY missed 3-pt. jump shot",0,Macy Arsenault,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
319,"February 18, 2022",Home,Brandeis,1,09:48,38-38,Away,"REAVIS,EMMA offensive rebound",0,Emma Reavis,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
320,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Away,"Turnover by PIERRE,TATHIANA",0,Tathiana Pierre,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
321,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Home,"Steal by BRODNIK,MALLORY",0,Mallory Brodnik,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes",0,22
322,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Home,"STEFFENS,KLAIRE enters the game",1,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Ashley Gao, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
323,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Home,"GAO,ASHLEY goes to the bench",1,Ashley Gao,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
324,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Away,"GRESKO,CAITLIN enters the game",1,Caitlin Gresko,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
325,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Away,"MARCHESE,FRANCESCA enters the game",1,Francesca Marchese,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
326,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Away,"TANKE,KERRY enters the game",1,Kerry Tanke,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
327,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Away,"ARSENAULT,MACY goes to the bench",1,Macy Arsenault,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
328,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Away,"OBAR,MOLLIE goes to the bench",1,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
329,"February 18, 2022",Home,Brandeis,1,09:27,38-38,Away,"PERRY,CASEY goes to the bench",1,Casey Perry,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
330,"February 18, 2022",Home,Brandeis,1,09:09,38-38,Away,"Foul by PIERRE,TATHIANA",0,Tathiana Pierre,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
331,"February 18, 2022",Home,Brandeis,1,09:09,38-38,Away,"OBAR,MOLLIE enters the game",1,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
332,"February 18, 2022",Home,Brandeis,1,09:09,38-38,Away,"PIERRE,TATHIANA goes to the bench",1,Tathiana Pierre,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
333,"February 18, 2022",Home,Brandeis,1,08:56,38-38,Home,"STEFFENS,KLAIRE missed jump shot",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
334,"February 18, 2022",Home,Brandeis,1,08:56,38-38,Away,"REAVIS,EMMA defensive rebound",0,Emma Reavis,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
335,"February 18, 2022",Home,Brandeis,1,08:25,38-40,Away,"TANKE,KERRY made jump shot",0,Kerry Tanke,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",2,22
336,"February 18, 2022",Home,Brandeis,1,08:25,38-40,Away,"Assist by MARCHESE,FRANCESCA",0,Francesca Marchese,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
337,"February 18, 2022",Home,Brandeis,1,08:06,38-40,Home,"STEFFENS,KLAIRE missed layup",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
338,"February 18, 2022",Home,Brandeis,1,08:06,38-40,Away,TEAM deadball rebound,0,,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
339,"February 18, 2022",Home,Brandeis,1,08:02,38-40,Home,"Foul by BRODNIK,MALLORY",0,Mallory Brodnik,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens",0,22
340,"February 18, 2022",Home,Brandeis,1,08:02,38-40,Home,"ALFARO,BELLA enters the game",1,Bella Alfaro,"Peyton Van Soest, Sophia North, Kati Heller, Elizabeth Shaw, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
341,"February 18, 2022",Home,Brandeis,1,08:02,38-40,Home,"SHAW,ELIZABETH goes to the bench",1,Elizabeth Shaw,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
342,"February 18, 2022",Home,Brandeis,1,07:49,38-40,Away,"Turnover by REAVIS,EMMA",0,Emma Reavis,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
343,"February 18, 2022",Home,Brandeis,1,07:23,38-40,Home,"HYNES,GRACE missed 3-pt. jump shot",0,Grace Hynes,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
344,"February 18, 2022",Home,Brandeis,1,07:23,38-40,Away,"OBAR,MOLLIE defensive rebound",0,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
345,"February 18, 2022",Home,Brandeis,1,07:11,38-40,Away,"GRESKO,CAITLIN missed 3-pt. jump shot",0,Caitlin Gresko,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
346,"February 18, 2022",Home,Brandeis,1,07:11,38-40,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
347,"February 18, 2022",Home,Brandeis,1,06:55,38-40,Home,"STEFFENS,KLAIRE missed jump shot",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
348,"February 18, 2022",Home,Brandeis,1,06:55,38-40,Home,"BRODNIK,MALLORY offensive rebound",0,Mallory Brodnik,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
349,"February 18, 2022",Home,Brandeis,1,06:50,38-40,Away,"Foul by TANKE,KERRY",0,Kerry Tanke,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
350,"February 18, 2022",Home,Brandeis,1,06:42,38-40,Home,"ALFARO,BELLA missed 3-pt. jump shot",0,Bella Alfaro,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
351,"February 18, 2022",Home,Brandeis,1,06:42,38-40,Home,"BRODNIK,MALLORY offensive rebound",0,Mallory Brodnik,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
352,"February 18, 2022",Home,Brandeis,1,06:31,40-40,Home,"STEFFENS,KLAIRE made layup",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",2,22
353,"February 18, 2022",Home,Brandeis,1,06:20,40-40,Away,"OBAR,MOLLIE missed 3-pt. jump shot",0,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
354,"February 18, 2022",Home,Brandeis,1,06:20,40-40,Home,"BRODNIK,MALLORY defensive rebound",0,Mallory Brodnik,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
355,"February 18, 2022",Home,Brandeis,1,06:02,40-40,Away,"Foul by TANKE,KERRY",0,Kerry Tanke,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
356,"February 18, 2022",Home,Brandeis,1,06:02,40-40,Home,FULL TIMEOUT by Chicago,0,,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
357,"February 18, 2022",Home,Brandeis,1,06:02,40-40,Away,"BACON,CHRISTINA enters the game",1,Christina Bacon,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
358,"February 18, 2022",Home,Brandeis,1,06:02,40-40,Away,"TANKE,KERRY goes to the bench",1,Kerry Tanke,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
359,"February 18, 2022",Home,Brandeis,1,05:50,40-40,Home,"SOEST,PEYTON VAN missed 3-pt. jump shot",0,Peyton Soest,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
360,"February 18, 2022",Home,Brandeis,1,05:50,40-40,Away,"OBAR,MOLLIE defensive rebound",0,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
361,"February 18, 2022",Home,Brandeis,1,05:27,40-40,Away,"GRESKO,CAITLIN missed layup",0,Caitlin Gresko,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
362,"February 18, 2022",Home,Brandeis,1,05:27,40-40,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
363,"February 18, 2022",Home,Brandeis,1,05:22,40-40,Home,"Turnover by STEFFENS,KLAIRE",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
364,"February 18, 2022",Home,Brandeis,1,05:20,40-40,Home,"Foul by SOEST,PEYTON VAN",0,Peyton Soest,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
365,"February 18, 2022",Home,Brandeis,1,05:08,40-40,Away,"BACON,CHRISTINA missed layup",0,Christina Bacon,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
366,"February 18, 2022",Home,Brandeis,1,05:08,40-40,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
367,"February 18, 2022",Home,Brandeis,1,04:57,40-40,Away,"Foul by OBAR,MOLLIE",0,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
368,"February 18, 2022",Home,Brandeis,1,04:50,40-40,Away,"Foul by OBAR,MOLLIE",0,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",0,22
369,"February 18, 2022",Home,Brandeis,1,04:50,41-40,Home,"SOEST,PEYTON VAN made free throw",0,Peyton Soest,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",1,22
370,"February 18, 2022",Home,Brandeis,1,04:50,42-40,Home,"SOEST,PEYTON VAN made free throw",0,Peyton Soest,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro",1,22
371,"February 18, 2022",Home,Brandeis,1,04:50,42-40,Home,"POWE,MARISSA enters the game",1,Marissa Powe,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Marissa Powe",0,22
372,"February 18, 2022",Home,Brandeis,1,04:50,42-40,Home,"SOEST,PEYTON VAN goes to the bench",1,Peyton Soest,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Marissa Powe",0,22
373,"February 18, 2022",Home,Brandeis,1,04:37,42-40,Away,"OBAR,MOLLIE missed 3-pt. jump shot",0,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Marissa Powe",0,22
374,"February 18, 2022",Home,Brandeis,1,04:37,42-40,Away,"GRESKO,CAITLIN offensive rebound",0,Caitlin Gresko,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Marissa Powe",0,22
375,"February 18, 2022",Home,Brandeis,1,04:32,42-40,Away,"GRESKO,CAITLIN missed layup",0,Caitlin Gresko,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Marissa Powe",0,22
376,"February 18, 2022",Home,Brandeis,1,04:32,42-40,Home,TEAM defensive rebound,0,,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Marissa Powe",0,22
377,"February 18, 2022",Home,Brandeis,1,04:29,42-40,Home,"SOEST,PEYTON VAN enters the game",1,Peyton Soest,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Marissa Powe, Peyton Soest",0,22
378,"February 18, 2022",Home,Brandeis,1,04:29,42-40,Home,"POWE,MARISSA goes to the bench",1,Marissa Powe,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
379,"February 18, 2022",Home,Brandeis,1,04:29,42-40,Away,"PIERRE,TATHIANA enters the game",1,Tathiana Pierre,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
380,"February 18, 2022",Home,Brandeis,1,04:29,42-40,Away,"OBAR,MOLLIE goes to the bench",1,Mollie Obar,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
381,"February 18, 2022",Home,Brandeis,1,04:18,44-40,Home,"BRODNIK,MALLORY made jump shot",0,Mallory Brodnik,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",2,22
382,"February 18, 2022",Home,Brandeis,1,04:18,44-40,Home,"Assist by HYNES,GRACE",0,Grace Hynes,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
383,"February 18, 2022",Home,Brandeis,1,03:55,44-40,Away,"GRESKO,CAITLIN missed 3-pt. jump shot",0,Caitlin Gresko,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
384,"February 18, 2022",Home,Brandeis,1,03:55,44-40,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
385,"February 18, 2022",Home,Brandeis,1,03:29,44-40,Home,"Assist by ALFARO,BELLA",0,Bella Alfaro,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
386,"February 18, 2022",Home,Brandeis,1,03:29,46-40,Home,"STEFFENS,KLAIRE made jump shot",0,Klaire Steffens,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",2,22
387,"February 18, 2022",Home,Brandeis,1,03:20,46-40,Away,FULL TIMEOUT by Brandeis,0,,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
388,"February 18, 2022",Home,Brandeis,1,03:20,46-40,Away,"TANKE,KERRY enters the game",1,Kerry Tanke,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
389,"February 18, 2022",Home,Brandeis,1,03:20,46-40,Away,"BACON,CHRISTINA goes to the bench",1,Christina Bacon,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
390,"February 18, 2022",Home,Brandeis,1,03:06,46-43,Away,"PIERRE,TATHIANA made 3-pt. jump shot",0,Tathiana Pierre,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",3,22
391,"February 18, 2022",Home,Brandeis,1,03:06,46-43,Away,"Assist by REAVIS,EMMA",0,Emma Reavis,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
392,"February 18, 2022",Home,Brandeis,1,02:44,46-43,Away,"Foul by REAVIS,EMMA",0,Emma Reavis,"Peyton Van Soest, Sophia North, Kati Heller, Mallory Brodnik, Grace Hynes, Klaire Steffens, Bella Alfaro, Peyton Soest",0,22
